invoice,sku_code,description,qty,invoice_date,unit_price,customer_id,country,return_value,transaction_type,revenue_amount,customer_status
C574261,22352,Lunch Box With Cutlery Retrospot ,-1,2011-11-22,2.55,12683,France,2.55,Return,-2.55,Registered
C574261,21208,Pastel Colour Honeycomb Fan,-5,2011-11-22,0.39,12683,France,1.95,Return,-1.95,Registered
C574261,22636,Childs Breakfast Set Circus Parade,-4,2011-11-22,8.50,12683,France,34,Return,-34.00,Registered
C574261,23169,Classic Glass Cookie Jar,-2,2011-11-22,4.15,12683,France,8.3,Return,-8.30,Registered
C574261,23236,Storage Tin Vintage Doily ,-4,2011-11-22,2.89,12683,France,11.56,Return,-11.56,Registered
C574268,23110,Parisienne Key Cabinet ,-1,2011-11-22,5.75,14359,United Kingdom,5.75,Return,-5.75,Registered
C574288,22178,Victorian Glass Hanging T-Light,-1,2011-11-22,14.75,,United Kingdom,14.75,Return,-14.75,Guest/Unknown
C574291,22633,Hand Warmer Union Jack,-1,2011-11-22,2.10,15290,United Kingdom,2.1,Return,-2.10,Registered
C574291,22262,Felt Egg Cosy Chicken,-1,2011-11-22,0.85,15290,United Kingdom,0.85,Return,-0.85,Registered
C574291,22622,Box Of Vintage Alphabet Blocks,-6,2011-11-22,11.95,15290,United Kingdom,71.7,Return,-71.70,Registered
C574291,22138,Baking Set 9 Piece Retrospot ,-1,2011-11-22,4.95,15290,United Kingdom,4.95,Return,-4.95,Registered
C574291,21977,Pack Of 60 Pink Paisley Cake Cases,-24,2011-11-22,0.55,15290,United Kingdom,13.2,Return,-13.20,Registered
C574318,22191,Ivory Diner Wall Clock,-1,2011-11-22,8.50,16729,United Kingdom,8.5,Return,-8.50,Registered
C574318,21264,White Goose Feather Tree 60Cm ,-6,2011-11-22,1.95,16729,United Kingdom,11.7,Return,-11.70,Registered
C574322,22423,Regency Cakestand 3 Tier,-24,2011-11-22,10.95,15482,United Kingdom,262.8,Return,-262.80,Registered
C574337,23080,Red Metal Box Top Secret,-4,2011-11-22,8.25,16979,United Kingdom,33,Return,-33.00,Registered
C574339,23243,Set Of Tea Coffee Sugar Tins Pantry,-4,2011-11-22,4.95,14629,United Kingdom,19.8,Return,-19.80,Registered
C574347,23427,Stool Home Sweet Home ,-1,2011-11-23,10.40,12500,Germany,10.4,Return,-10.40,Registered
C574347,23395,Belle Jardiniere Cushion Cover,-3,2011-11-23,3.75,12500,Germany,11.25,Return,-11.25,Registered
C574350,23224,Cherub Heart Decoration Gold,-12,2011-11-23,0.83,16637,United Kingdom,9.96,Return,-9.96,Registered
C574350,23222,Christmas Tree Hanging Gold,-12,2011-11-23,0.83,16637,United Kingdom,9.96,Return,-9.96,Registered
C574350,23225,Cherub Heart Decoration Silver ,-12,2011-11-23,0.83,16637,United Kingdom,9.96,Return,-9.96,Registered
C574424,22141,Christmas Craft Tree Top Angel,-1,2011-11-23,2.10,16014,United Kingdom,2.1,Return,-2.10,Registered
C574424,22144,Christmas Craft Little Friends,-2,2011-11-23,2.10,16014,United Kingdom,4.2,Return,-4.20,Registered
C574424,23322,Large White Heart Of Wicker,-1,2011-11-23,2.95,16014,United Kingdom,2.95,Return,-2.95,Registered
C574443,23404,Home Sweet Home Blackboard,-1,2011-11-23,4.95,13890,United Kingdom,4.95,Return,-4.95,Registered
C574472,22791,T-Light Glass Fluted Antique,-1,2011-11-23,1.25,17690,United Kingdom,1.25,Return,-1.25,Registered
C574472,84949,Silver Hanging T-Light Holder,-5,2011-11-23,1.65,17690,United Kingdom,8.25,Return,-8.25,Registered
C574473,23497,Classic Chrome Bicycle Bell ,-12,2011-11-23,1.45,15809,United Kingdom,17.4,Return,-17.40,Registered
C574473,23293,Set Of 12 Fairy Cake Baking Cases,-8,2011-11-23,0.83,15809,United Kingdom,6.64,Return,-6.64,Registered
C574473,23284,Doormat Keep Calm And Come In,-2,2011-11-23,8.25,15809,United Kingdom,16.5,Return,-16.50,Registered
C574473,23234,Biscuit Tin Vintage Christmas,-6,2011-11-23,2.89,15809,United Kingdom,17.34,Return,-17.34,Registered
C574473,23084,Rabbit Night Light,-6,2011-11-23,2.08,15809,United Kingdom,12.48,Return,-12.48,Registered
C574473,22781,Gumball Magazine Rack,-2,2011-11-23,7.65,15809,United Kingdom,15.3,Return,-15.30,Registered
C574473,21993,Floral Folk Stationery Set,-12,2011-11-23,1.25,15809,United Kingdom,15,Return,-15.00,Registered
C574473,20749,Assorted Colour Mini Cases,-2,2011-11-23,7.95,15809,United Kingdom,15.9,Return,-15.90,Registered
C574483,22426,Enamel Wash Bowl Cream,-4,2011-11-23,3.75,14359,United Kingdom,15,Return,-15.00,Registered
C574486,23118,Parisienne Jewellery Drawer ,-2,2011-11-23,7.50,15329,United Kingdom,15,Return,-15.00,Registered
C574486,23110,Parisienne Key Cabinet ,-2,2011-11-23,5.75,15329,United Kingdom,11.5,Return,-11.50,Registered
C574487,85099B,Jumbo Bag Red Retrospot,-1,2011-11-23,2.08,14112,United Kingdom,2.08,Return,-2.08,Registered
C574487,23436,Vintage Christmas Gift Bag Large ,-12,2011-11-23,1.25,14112,United Kingdom,15,Return,-15.00,Registered
C574487,23015,Cordial Glass Jug,-4,2011-11-23,8.25,14112,United Kingdom,33,Return,-33.00,Registered
C574488,23470,Card Holder Love Bird Large ,-1,2011-11-23,6.25,13050,United Kingdom,6.25,Return,-6.25,Registered
C574489,23485,Botanical Gardens Wall Clock ,-2,2011-11-23,25.00,18219,United Kingdom,50,Return,-50.00,Registered
C574492,22725,Alarm Clock Bakelike Chocolate,-1,2011-11-23,3.75,16656,United Kingdom,3.75,Return,-3.75,Registered
C574493,23103,Jingle Bell Heart Decoration,-3,2011-11-23,1.65,14842,United Kingdom,4.95,Return,-4.95,Registered
C574493,23117,Poppy Fields Chopping Board,-1,2011-11-23,4.95,14842,United Kingdom,4.95,Return,-4.95,Registered
C574493,23113,Pantry Chopping Board,-1,2011-11-23,4.95,14842,United Kingdom,4.95,Return,-4.95,Registered
C574493,23114,Vintage Leaf Chopping Board  ,-2,2011-11-23,4.95,14842,United Kingdom,9.9,Return,-9.90,Registered
C574493,23234,Biscuit Tin Vintage Christmas,-2,2011-11-23,2.89,14842,United Kingdom,5.78,Return,-5.78,Registered
C574493,23235,Storage Tin Vintage Leaf,-1,2011-11-23,2.89,14842,United Kingdom,2.89,Return,-2.89,Registered
C574493,23436,Vintage Christmas Gift Bag Large ,-3,2011-11-23,1.25,14842,United Kingdom,3.75,Return,-3.75,Registered
C574493,23375,50'S Christmas Paper Gift Bag,-1,2011-11-23,0.82,14842,United Kingdom,0.82,Return,-0.82,Registered
C574493,22424,Enamel Bread Bin Cream,-1,2011-11-23,12.75,14842,United Kingdom,12.75,Return,-12.75,Registered
C574494,85048,15Cm Christmas Glass Ball 20 Lights,-1,2011-11-23,7.95,15468,United Kingdom,7.95,Return,-7.95,Registered
C574496,22197,Popcorn Holder,-4,2011-11-23,0.85,14156,EIRE,3.4,Return,-3.40,Registered
C574499,23404,Home Sweet Home Blackboard,-1,2011-11-23,4.95,14412,United Kingdom,4.95,Return,-4.95,Registered
C574499,21218,Red Spotty Biscuit Tin,-1,2011-11-23,3.75,14412,United Kingdom,3.75,Return,-3.75,Registered
C574500,84946,Antique Silver T-Light Glass,-2,2011-11-23,1.25,15598,United Kingdom,2.5,Return,-2.50,Registered
C574503,23567,Egg Cup Henrietta Hen Pink,-1,2011-11-23,1.25,16191,United Kingdom,1.25,Return,-1.25,Registered
C574503,22178,Victorian Glass Hanging T-Light,-1,2011-11-23,1.95,16191,United Kingdom,1.95,Return,-1.95,Registered
C574504,84279P,Cherry Blossom  Decorative Flask,-4,2011-11-23,3.75,17434,United Kingdom,15,Return,-15.00,Registered
C574504,22487,White Wood Garden Plant Ladder,-1,2011-11-23,9.95,17434,United Kingdom,9.95,Return,-9.95,Registered
C574504,21408,Spotty Pink Duck Doorstop,-2,2011-11-23,4.25,17434,United Kingdom,8.5,Return,-8.50,Registered
C574505,85099B,Jumbo Bag Red Retrospot,-1,2011-11-23,2.08,13534,United Kingdom,2.08,Return,-2.08,Registered
C574505,23200,Jumbo Bag Pears,-1,2011-11-23,2.08,13534,United Kingdom,2.08,Return,-2.08,Registered
C574505,23199,Jumbo Bag Apples,-1,2011-11-23,2.08,13534,United Kingdom,2.08,Return,-2.08,Registered
C574505,47567B,Tea Time Kitchen Apron,-1,2011-11-23,5.95,13534,United Kingdom,5.95,Return,-5.95,Registered
C574505,22386,Jumbo Bag Pink Polkadot,-4,2011-11-23,2.08,13534,United Kingdom,8.32,Return,-8.32,Registered
C574507,22699,Roses Regency Teacup And Saucer ,-1,2011-11-23,2.95,15345,United Kingdom,2.95,Return,-2.95,Registered
C574507,22697,Green Regency Teacup And Saucer,-1,2011-11-23,2.95,15345,United Kingdom,2.95,Return,-2.95,Registered
C574507,23462,Rococo Wall Mirror White,-1,2011-11-23,19.95,15345,United Kingdom,19.95,Return,-19.95,Registered
C574508,20977,36 Pencils Tube Woodland,-11,2011-11-23,1.25,16463,United Kingdom,13.75,Return,-13.75,Registered
C574510,22360,Glass Jar English Confectionery,-1,2011-11-23,2.95,15110,United Kingdom,2.95,Return,-2.95,Registered
C574510,22360,Glass Jar English Confectionery,-1,2011-11-23,2.95,15110,United Kingdom,2.95,Return,-2.95,Registered
C574510,22114,Hot Water Bottle Tea And Sympathy,-2,2011-11-23,4.25,15110,United Kingdom,8.5,Return,-8.50,Registered
C574512,23085,Antique Silver Bauble Lamp  ,-6,2011-11-23,10.40,12577,France,62.4,Return,-62.40,Registered
C574515,79191B,Retro Plastic Polka Tray,-12,2011-11-23,0.85,15159,United Kingdom,10.2,Return,-10.20,Registered
C574515,22187,Green Christmas Tree Card Holder,-1,2011-11-23,1.95,15159,United Kingdom,1.95,Return,-1.95,Registered
C574515,22186,Red Star Card Holder,-1,2011-11-23,1.95,15159,United Kingdom,1.95,Return,-1.95,Registered
C574515,22698,Pink Regency Teacup And Saucer,-1,2011-11-23,2.95,15159,United Kingdom,2.95,Return,-2.95,Registered
C574517,22098,Boudoir Square Tissue Box,-7,2011-11-23,0.39,17109,United Kingdom,2.73,Return,-2.73,Registered
C574517,22720,Set Of 3 Cake Tins Pantry Design ,-1,2011-11-23,4.95,17109,United Kingdom,4.95,Return,-4.95,Registered
C574522,22197,Popcorn Holder,-2,2011-11-23,0.85,14292,United Kingdom,1.7,Return,-1.70,Registered
C574524,84929,Asstd Fruit+Flowers Fridge Magnets,-1,2011-11-23,0.19,17841,United Kingdom,0.19,Return,-0.19,Registered
C574524,23264,Set Of 3 Wooden Sleigh Decorations,-1,2011-11-23,1.25,17841,United Kingdom,1.25,Return,-1.25,Registered
C574524,22893,Mini Cake Stand T-Light Holder,-6,2011-11-23,0.42,17841,United Kingdom,2.52,Return,-2.52,Registered
C574524,22356,Charlotte Bag Pink Polkadot,-1,2011-11-23,0.85,17841,United Kingdom,0.85,Return,-0.85,Registered
C574524,22379,Recycling Bag Retrospot ,-1,2011-11-23,2.10,17841,United Kingdom,2.1,Return,-2.10,Registered
C574524,22947,Wooden Advent Calendar Red,-2,2011-11-23,7.95,17841,United Kingdom,15.9,Return,-15.90,Registered
C574525,84659A,White Travel Alarm Clock,-1,2011-11-23,2.55,17841,United Kingdom,2.55,Return,-2.55,Registered
C574526,22273,Feltcraft Doll Molly,-2,2011-11-23,2.95,14567,United Kingdom,5.9,Return,-5.90,Registered
C574527,22112,Chocolate Hot Water Bottle,-24,2011-11-23,4.04,14156,EIRE,96.96,Return,-96.96,Registered
C574548,22699,Roses Regency Teacup And Saucer ,-1,2011-11-23,2.95,18044,United Kingdom,2.95,Return,-2.95,Registered
C574558,22946,Wooden Advent Calendar Cream,-6,2011-11-23,12.75,15187,United Kingdom,76.5,Return,-76.50,Registered
C574584,82494L,Wooden Frame Antique White ,-48,2011-11-23,2.55,15482,United Kingdom,122.4,Return,-122.40,Registered
C574584,82486,3 Drawer Antique White Wood Cabinet,-24,2011-11-23,8.15,15482,United Kingdom,195.6,Return,-195.60,Registered
C574584,82483,Wood 2 Drawer Cabinet White Finish,-32,2011-11-23,5.95,15482,United Kingdom,190.4,Return,-190.40,Registered
C574584,82482,Wooden Picture Frame White Finish,-72,2011-11-23,2.55,15482,United Kingdom,183.6,Return,-183.60,Registered
C574584,72802B,Ocean Scent Candle In Jewelled Box,-162,2011-11-23,1.00,15482,United Kingdom,162,Return,-162.00,Registered
C574584,22423,Regency Cakestand 3 Tier,-24,2011-11-23,10.95,15482,United Kingdom,262.8,Return,-262.80,Registered
C574584,22173,Metal 4 Hook Hanger French Chateau,-64,2011-11-23,2.75,15482,United Kingdom,176,Return,-176.00,Registered
C574658,22384,Lunch Bag Pink Polkadot,-1,2011-11-23,1.65,15426,United Kingdom,1.65,Return,-1.65,Registered
C574658,20728,Lunch Bag Cars Blue,-1,2011-11-23,1.65,15426,United Kingdom,1.65,Return,-1.65,Registered
C574658,22662,Lunch Bag Dolly Girl Design,-1,2011-11-23,1.65,15426,United Kingdom,1.65,Return,-1.65,Registered
C574658,22383,Lunch Bag Suki Design ,-1,2011-11-23,1.65,15426,United Kingdom,1.65,Return,-1.65,Registered
C574658,22534,Magic Drawing Slate Spaceboy ,-2,2011-11-23,0.42,15426,United Kingdom,0.84,Return,-0.84,Registered
C574658,22197,Popcorn Holder,-3,2011-11-23,0.85,15426,United Kingdom,2.55,Return,-2.55,Registered
C574658,21155,Red Retrospot Peg Bag,-1,2011-11-23,2.55,15426,United Kingdom,2.55,Return,-2.55,Registered
C574712,23407,Set Of 2 Trays Home Sweet Home,-1,2011-11-24,9.95,14502,United Kingdom,9.95,Return,-9.95,Registered
C574712,22393,Paperweight Vintage Collage,-1,2011-11-24,2.55,14502,United Kingdom,2.55,Return,-2.55,Registered
C574712,21539,Red Retrospot Butter Dish,-1,2011-11-24,4.95,14502,United Kingdom,4.95,Return,-4.95,Registered
C574712,22778,Glass Cloche Small,-1,2011-11-24,3.95,14502,United Kingdom,3.95,Return,-3.95,Registered
C574748,20725,Lunch Bag Red Retrospot,-100,2011-11-24,1.45,17107,United Kingdom,145,Return,-145.00,Registered
C574748,22383,Lunch Bag Suki Design ,-100,2011-11-24,1.45,17107,United Kingdom,145,Return,-145.00,Registered
C574748,22382,Lunch Bag Spaceboy Design ,-100,2011-11-24,1.45,17107,United Kingdom,145,Return,-145.00,Registered
C574753,23404,Home Sweet Home Blackboard,-2,2011-11-24,4.95,13924,United Kingdom,9.9,Return,-9.90,Registered
C574753,23227,Filigree Heart Butterfly White ,-3,2011-11-24,1.25,13924,United Kingdom,3.75,Return,-3.75,Registered
C574753,22720,Set Of 3 Cake Tins Pantry Design ,-2,2011-11-24,4.95,13924,United Kingdom,9.9,Return,-9.90,Registered
C574825,22960,Jam Making Set With Jars,-1,2011-11-24,4.25,16678,United Kingdom,4.25,Return,-4.25,Registered
C574825,22900,Set 2 Tea Towels I Love London ,-12,2011-11-24,3.25,16678,United Kingdom,39,Return,-39.00,Registered
C574828,21535,Red Retrospot Small Milk Jug,-3,2011-11-24,2.55,16232,United Kingdom,7.65,Return,-7.65,Registered
C574850,23240,Set Of 4 Knick Knack Tins Doily ,-10,2011-11-24,4.15,14702,United Kingdom,41.5,Return,-41.50,Registered
C574872,23486,Antique Heart Shelf Unit,-2,2011-11-24,14.55,13993,United Kingdom,29.1,Return,-29.10,Registered
C574875,23347,I Love London Beaker,-16,2011-11-24,1.25,16416,United Kingdom,20,Return,-20.00,Registered
C574876,85048,15Cm Christmas Glass Ball 20 Lights,-2,2011-11-24,7.95,14426,United Kingdom,15.9,Return,-15.90,Registered
C574886,23169,Classic Glass Cookie Jar,-1,2011-11-24,3.75,14606,United Kingdom,3.75,Return,-3.75,Registered
C574894,23236,Storage Tin Vintage Doily ,-1,2011-11-25,2.89,12597,Spain,2.89,Return,-2.89,Registered
C574894,22071,Small White Retrospot Mug In Box ,-3,2011-11-25,3.75,12597,Spain,11.25,Return,-11.25,Registered
C574894,20914,Set/5 Red Retrospot Lid Glass Bowls,-6,2011-11-25,2.95,12597,Spain,17.7,Return,-17.70,Registered
C574894,21843,Red Retrospot Cake Stand,-2,2011-11-25,10.95,12597,Spain,21.9,Return,-21.90,Registered
C574894,22553,Plasters In Tin Skulls,-12,2011-11-25,1.65,12597,Spain,19.8,Return,-19.80,Registered
C574894,22554,Plasters In Tin Woodland Animals,-12,2011-11-25,1.65,12597,Spain,19.8,Return,-19.80,Registered
C574894,23661,Milk Maids Mug ,-12,2011-11-25,1.65,12597,Spain,19.8,Return,-19.80,Registered
C574894,23458,Dolly Cabinet 3 Drawers ,-1,2011-11-25,14.95,12597,Spain,14.95,Return,-14.95,Registered
C574900,23131,Mistletoe Heart Wreath Cream,-5,2011-11-25,4.15,17014,United Kingdom,20.75,Return,-20.75,Registered
C574912,23173,Regency Teapot Roses ,-2,2011-11-25,8.15,13324,United Kingdom,16.3,Return,-16.30,Registered
C574922,22867,Hand Warmer Bird Design,-12,2011-11-25,2.10,15502,United Kingdom,25.2,Return,-25.20,Registered
C574922,22633,Hand Warmer Union Jack,-6,2011-11-25,2.10,15502,United Kingdom,12.6,Return,-12.60,Registered
C574922,22632,Hand Warmer Red Retrospot,-6,2011-11-25,2.10,15502,United Kingdom,12.6,Return,-12.60,Registered
C574922,22844,Vintage Cream Dog Food Container,-2,2011-11-25,8.50,15502,United Kingdom,17,Return,-17.00,Registered
C574922,22635,Childs Breakfast Set Dolly Girl ,-8,2011-11-25,8.50,15502,United Kingdom,68,Return,-68.00,Registered
C574922,22635,Childs Breakfast Set Dolly Girl ,-67,2011-11-25,8.50,15502,United Kingdom,569.5,Return,-569.50,Registered
C574922,22197,Popcorn Holder,-64,2011-11-25,0.85,15502,United Kingdom,54.4,Return,-54.40,Registered
C574922,21167,White Sage Incense,-50,2011-11-25,0.21,15502,United Kingdom,10.5,Return,-10.50,Registered
C574922,23161,Regency Cake Fork,-12,2011-11-25,1.25,15502,United Kingdom,15,Return,-15.00,Registered
C574922,23159,Set Of 5 Pancake Day Magnets,-12,2011-11-25,2.08,15502,United Kingdom,24.96,Return,-24.96,Registered
C574922,23158,Set Of 5 Lucky Cat Magnets ,-12,2011-11-25,2.08,15502,United Kingdom,24.96,Return,-24.96,Registered
C574922,23154,Set Of 4 Jam Jar Magnets,-12,2011-11-25,2.08,15502,United Kingdom,24.96,Return,-24.96,Registered
C574922,22659,Lunch Box I Love London,-12,2011-11-25,1.95,15502,United Kingdom,23.4,Return,-23.40,Registered
C574922,22631,Circus Parade Lunch Box ,-12,2011-11-25,1.95,15502,United Kingdom,23.4,Return,-23.40,Registered
C574922,23297,Set 40 Heart Shape Petit Four Cases,-4,2011-11-25,1.65,15502,United Kingdom,6.6,Return,-6.60,Registered
C574946,22960,Jam Making Set With Jars,-2,2011-11-25,4.25,12656,France,8.5,Return,-8.50,Registered
C574954,22734,Set Of 6 Ribbons Vintage Christmas,-6,2011-11-25,2.89,18223,United Kingdom,17.34,Return,-17.34,Registered
C574954,23319,Box Of 6 Mini 50'S Crackers,-1,2011-11-25,2.49,18223,United Kingdom,2.49,Return,-2.49,Registered
C574954,22720,Set Of 3 Cake Tins Pantry Design ,-3,2011-11-25,4.95,18223,United Kingdom,14.85,Return,-14.85,Registered
C574954,23235,Storage Tin Vintage Leaf,-1,2011-11-25,2.89,18223,United Kingdom,2.89,Return,-2.89,Registered
C574955,23198,Pantry Magnetic  Shopping List,-3,2011-11-25,1.45,15066,United Kingdom,4.35,Return,-4.35,Registered
C574955,20979,36 Pencils Tube Red Retrospot,-16,2011-11-25,1.25,15066,United Kingdom,20,Return,-20.00,Registered
C574955,22423,Regency Cakestand 3 Tier,-1,2011-11-25,12.75,15066,United Kingdom,12.75,Return,-12.75,Registered
C574955,23110,Parisienne Key Cabinet ,-2,2011-11-25,5.75,15066,United Kingdom,11.5,Return,-11.50,Registered
C574955,22666,Recipe Box Pantry Yellow Design,-1,2011-11-25,2.95,15066,United Kingdom,2.95,Return,-2.95,Registered
C574955,22960,Jam Making Set With Jars,-2,2011-11-25,4.25,15066,United Kingdom,8.5,Return,-8.50,Registered
C574955,23080,Red Metal Box Top Secret,-1,2011-11-25,8.25,15066,United Kingdom,8.25,Return,-8.25,Registered
C574955,23235,Storage Tin Vintage Leaf,-5,2011-11-25,2.89,15066,United Kingdom,14.45,Return,-14.45,Registered
C574955,22720,Set Of 3 Cake Tins Pantry Design ,-2,2011-11-25,4.95,15066,United Kingdom,9.9,Return,-9.90,Registered
C574955,22424,Enamel Bread Bin Cream,-2,2011-11-25,12.75,15066,United Kingdom,25.5,Return,-25.50,Registered
C574955,22139,Retrospot Tea Set Ceramic 11 Pc ,-3,2011-11-25,4.95,15066,United Kingdom,14.85,Return,-14.85,Registered
C574957,23084,Rabbit Night Light,-5,2011-11-25,2.08,17924,United Kingdom,10.4,Return,-10.40,Registered
C574999,23133,Large Ivory Heart Wall Organiser,-1,2011-11-25,8.25,17289,United Kingdom,8.25,Return,-8.25,Registered
C575004,48138,Doormat Union Flag,-4,2011-11-25,8.25,13587,United Kingdom,33,Return,-33.00,Registered
C575004,23284,Doormat Keep Calm And Come In,-4,2011-11-25,8.25,13587,United Kingdom,33,Return,-33.00,Registered
C575035,22320,Birds Mobile Vintage Design,-1,2011-11-25,5.95,15005,United Kingdom,5.95,Return,-5.95,Registered
C575035,20728,Lunch Bag Cars Blue,-1,2011-11-25,1.65,15005,United Kingdom,1.65,Return,-1.65,Registered
C575035,22066,Love Heart Trinket Pot,-1,2011-11-25,0.39,15005,United Kingdom,0.39,Return,-0.39,Registered
C575035,37447,Ceramic Cake Design Spotted Plate,-1,2011-11-25,1.49,15005,United Kingdom,1.49,Return,-1.49,Registered
C575035,22720,Set Of 3 Cake Tins Pantry Design ,-1,2011-11-25,4.95,15005,United Kingdom,4.95,Return,-4.95,Registered
C575035,22197,Popcorn Holder,-1,2011-11-25,0.85,15005,United Kingdom,0.85,Return,-0.85,Registered
C575042,22327,Round Snack Boxes Set Of 4 Skulls,-1,2011-11-25,2.95,16764,United Kingdom,2.95,Return,-2.95,Registered
C575042,20914,Set/5 Red Retrospot Lid Glass Bowls,-1,2011-11-25,2.95,16764,United Kingdom,2.95,Return,-2.95,Registered
C575042,35970,Zinc Folkart Sleigh Bells,-1,2011-11-25,1.69,16764,United Kingdom,1.69,Return,-1.69,Registered
C575044,22666,Recipe Box Pantry Yellow Design,-12,2011-11-25,2.95,14948,United Kingdom,35.4,Return,-35.40,Registered
C575052,20727,Lunch Bag  Black Skull.,-1,2011-11-25,1.65,14232,United Kingdom,1.65,Return,-1.65,Registered
C575055,23462,Rococo Wall Mirror White,-2,2011-11-25,19.95,14329,United Kingdom,39.9,Return,-39.90,Registered
C575056,84078A,Set/4 White Retro Storage Cubes ,-1,2011-11-25,39.95,17736,United Kingdom,39.95,Return,-39.95,Registered
C575058,79321,Chilli Lights,-1,2011-11-25,4.95,16013,United Kingdom,4.95,Return,-4.95,Registered
C575058,22423,Regency Cakestand 3 Tier,-1,2011-11-25,10.95,16013,United Kingdom,10.95,Return,-10.95,Registered
C575064,23494,Vintage Doily Deluxe Sewing Kit ,-1,2011-11-25,5.95,12472,Germany,5.95,Return,-5.95,Registered
C575064,22467,Gumball Coat Rack,-8,2011-11-25,2.55,12472,Germany,20.4,Return,-20.40,Registered
C575064,22212,Four Hook  White Lovebirds,-1,2011-11-25,2.10,12472,Germany,2.1,Return,-2.10,Registered
C575064,21669,Blue Stripe Ceramic Drawer Knob,-1,2011-11-25,1.45,12472,Germany,1.45,Return,-1.45,Registered
C575064,20749,Assorted Colour Mini Cases,-1,2011-11-25,7.95,12472,Germany,7.95,Return,-7.95,Registered
C575064,20712,Jumbo Bag Woodland Animals,-2,2011-11-25,2.08,12472,Germany,4.16,Return,-4.16,Registered
C575065,23404,Home Sweet Home Blackboard,-2,2011-11-25,4.95,13924,United Kingdom,9.9,Return,-9.90,Registered
C575065,23227,Filigree Heart Butterfly White ,-3,2011-11-25,1.25,13924,United Kingdom,3.75,Return,-3.75,Registered
C575065,22720,Set Of 3 Cake Tins Pantry Design ,-2,2011-11-25,4.95,13924,United Kingdom,9.9,Return,-9.90,Registered
C575079,22990,Cotton Apron Pantry Design,-2,2011-11-25,4.95,14911,EIRE,9.9,Return,-9.90,Registered
C575079,22666,Recipe Box Pantry Yellow Design,-2,2011-11-25,2.95,14911,EIRE,5.9,Return,-5.90,Registered
C575079,22452,Measuring Tape Babushka Pink,-1,2011-11-25,2.95,14911,EIRE,2.95,Return,-2.95,Registered
C575081,23480,Mini Lights Woodland Mushrooms,-5,2011-11-25,3.75,12483,Sweden,18.75,Return,-18.75,Registered
C575081,22633,Hand Warmer Union Jack,-1,2011-11-25,2.10,12483,Sweden,2.1,Return,-2.10,Registered
C575082,21843,Red Retrospot Cake Stand,-4,2011-11-25,10.95,12613,Germany,43.8,Return,-43.80,Registered
C575082,22720,Set Of 3 Cake Tins Pantry Design ,-1,2011-11-25,4.95,12613,Germany,4.95,Return,-4.95,Registered
C575082,23243,Set Of Tea Coffee Sugar Tins Pantry,-1,2011-11-25,4.95,12613,Germany,4.95,Return,-4.95,Registered
C575082,23245,Set Of 3 Regency Cake Tins,-2,2011-11-25,4.95,12613,Germany,9.9,Return,-9.90,Registered
C575082,22352,Lunch Box With Cutlery Retrospot ,-1,2011-11-25,2.55,12613,Germany,2.55,Return,-2.55,Registered
C575082,22326,Round Snack Boxes Set Of4 Woodland ,-3,2011-11-25,2.95,12613,Germany,8.85,Return,-8.85,Registered
C575082,22978,Pantry Rolling Pin,-6,2011-11-25,3.75,12613,Germany,22.5,Return,-22.50,Registered
C575082,22558,Clothes Pegs Retrospot Pack 24 ,-6,2011-11-25,1.65,12613,Germany,9.9,Return,-9.90,Registered
C575082,22492,Mini Paint Set Vintage ,-12,2011-11-25,0.65,12613,Germany,7.8,Return,-7.80,Registered
C575142,21591,Cosy Hour Cigar Box Matches ,-30,2011-11-27,1.25,17183,United Kingdom,37.5,Return,-37.50,Registered
C575150,23368,Set 12 Colour Pencils Dolly Girl ,-3,2011-11-27,0.65,12471,Germany,1.95,Return,-1.95,Registered
C575150,23347,I Love London Beaker,-12,2011-11-27,1.25,12471,Germany,15,Return,-15.00,Registered
C575150,23291,Dolly Girl Childrens Cup,-1,2011-11-27,1.25,12471,Germany,1.25,Return,-1.25,Registered
C575150,23289,Dolly Girl Childrens Bowl,-1,2011-11-27,1.25,12471,Germany,1.25,Return,-1.25,Registered
C575150,23245,Set Of 3 Regency Cake Tins,-6,2011-11-27,4.15,12471,Germany,24.9,Return,-24.90,Registered
C575150,23240,Set Of 4 Knick Knack Tins Doily ,-3,2011-11-27,4.15,12471,Germany,12.45,Return,-12.45,Registered
C575150,23198,Pantry Magnetic  Shopping List,-9,2011-11-27,1.45,12471,Germany,13.05,Return,-13.05,Registered
C575153,22947,Wooden Advent Calendar Red,-1,2011-11-27,33.17,,United Kingdom,33.17,Return,-33.17,Guest/Unknown
C575155,22666,Recipe Box Pantry Yellow Design,-1,2011-11-27,2.95,13709,United Kingdom,2.95,Return,-2.95,Registered
C575155,90176A,Classic Diamante Necklace Jet,-1,2011-11-27,7.50,13709,United Kingdom,7.5,Return,-7.50,Registered
C575155,90176D,Diamante Necklace Purple,-1,2011-11-27,7.50,13709,United Kingdom,7.5,Return,-7.50,Registered
C575156,22892,Set Of Salt And Pepper Toadstools,-12,2011-11-27,1.25,16602,United Kingdom,15,Return,-15.00,Registered
C575156,71459,Hanging Jam Jar T-Light Holders,-3,2011-11-27,0.85,16602,United Kingdom,2.55,Return,-2.55,Registered
C575156,71477,Colour Glass. Star T-Light Holder,-4,2011-11-27,3.95,16602,United Kingdom,15.8,Return,-15.80,Registered
