invoice,shipping_code,shipping_type,qty,invoice_date,unit_price,customer_id,country,shipping_direction,transaction_type,revenue_amount,customer_status
568208,POST,Postage,2,2011-09-25,28.00,12783.00,Portugal,Charge,Positive,56.00,Registered
568221,C2,Carriage,1,2011-09-26,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
568223,POST,Postage,2,2011-09-26,15.00,12412.00,Denmark,Charge,Positive,30.00,Registered
568346,DOT,Dotcom Postage,1,2011-09-26,688.08,14096.00,United Kingdom,Charge,Positive,688.08,Registered
568350,POST,Postage,2,2011-09-26,18.00,12612.00,Germany,Charge,Positive,36.00,Registered
568398,POST,Postage,1,2011-09-27,5.00,14543.00,United Kingdom,Charge,Positive,5.00,Registered
568411,DOT,Dotcom Postage,1,2011-09-27,837.46,,United Kingdom,Charge,Positive,837.46,Guest/Unknown
568472,POST,Postage,2,2011-09-27,18.00,12517.00,Germany,Charge,Positive,36.00,Registered
568514,POST,Postage,1,2011-09-27,1.36,,United Kingdom,Charge,Positive,1.36,Guest/Unknown
568518,POST,Postage,1,2011-09-27,18.00,12680.00,France,Charge,Positive,18.00,Registered
568554,POST,Postage,1,2011-09-27,28.00,12455.00,Spain,Charge,Positive,28.00,Registered
568567,DOT,Dotcom Postage,1,2011-09-27,227.99,,United Kingdom,Charge,Positive,227.99,Guest/Unknown
568645,POST,Postage,3,2011-09-28,18.00,12656.00,France,Charge,Positive,54.00,Registered
568650,POST,Postage,8,2011-09-28,40.00,13505.00,Switzerland,Charge,Positive,320.00,Registered
568651,POST,Postage,4,2011-09-28,15.00,12362.00,Belgium,Charge,Positive,60.00,Registered
568674,POST,Postage,2,2011-09-28,18.00,12708.00,Germany,Charge,Positive,36.00,Registered
568698,C2,Carriage,1,2011-09-28,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
568699,POST,Postage,1,2011-09-28,40.00,12352.00,Norway,Charge,Positive,40.00,Registered
568706,C2,Carriage,1,2011-09-28,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
568716,DOT,Dotcom Postage,1,2011-09-28,160.90,,United Kingdom,Charge,Positive,160.90,Guest/Unknown
568719,DOT,Dotcom Postage,1,2011-09-28,236.91,,United Kingdom,Charge,Positive,236.91,Guest/Unknown
568721,DOT,Dotcom Postage,1,2011-09-28,225.68,,United Kingdom,Charge,Positive,225.68,Guest/Unknown
568798,POST,Postage,3,2011-09-29,18.00,12615.00,France,Charge,Positive,54.00,Registered
568872,POST,Postage,2,2011-09-29,15.00,12372.00,Denmark,Charge,Positive,30.00,Registered
568914,POST,Postage,1,2011-09-29,1.36,,United Kingdom,Charge,Positive,1.36,Guest/Unknown
568949,DOT,Dotcom Postage,1,2011-09-29,182.25,,United Kingdom,Charge,Positive,182.25,Guest/Unknown
568950,POST,Postage,2,2011-09-29,40.00,12458.00,Switzerland,Charge,Positive,80.00,Registered
568953,POST,Postage,1,2011-09-29,18.00,12728.00,France,Charge,Positive,18.00,Registered
568988,POST,Postage,2,2011-09-29,18.00,12718.00,France,Charge,Positive,36.00,Registered
568994,POST,Postage,2,2011-09-29,18.00,12598.00,France,Charge,Positive,36.00,Registered
569001,POST,Postage,1,2011-09-29,18.00,12703.00,Germany,Charge,Positive,18.00,Registered
569006,C2,Carriage,1,2011-09-29,50.00,16268.00,United Kingdom,Charge,Positive,50.00,Registered
569017,POST,Postage,2,2011-09-30,18.00,13813.00,Germany,Charge,Positive,36.00,Registered
569018,POST,Postage,1,2011-09-30,40.00,12676.00,Sweden,Charge,Positive,40.00,Registered
569028,C2,Carriage,1,2011-09-30,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
569033,POST,Postage,1,2011-09-30,6.00,15611.00,United Kingdom,Charge,Positive,6.00,Registered
569120,POST,Postage,2,2011-09-30,18.00,12583.00,France,Charge,Positive,36.00,Registered
569122,POST,Postage,3,2011-09-30,18.00,12694.00,France,Charge,Positive,54.00,Registered
569126,C2,Carriage,1,2011-09-30,50.00,13347.00,United Kingdom,Charge,Positive,50.00,Registered
569130,C2,Carriage,1,2011-09-30,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
569137,DOT,Dotcom Postage,1,2011-09-30,639.83,,United Kingdom,Charge,Positive,639.83,Guest/Unknown
569202,DOT,Dotcom Postage,1,2011-09-30,244.51,,United Kingdom,Charge,Positive,244.51,Guest/Unknown
569246,DOT,Dotcom Postage,1,2011-10-13,490.25,14096.00,United Kingdom,Charge,Positive,490.25,Registered
569332,POST,Postage,2,2011-10-14,18.00,12637.00,France,Charge,Positive,36.00,Registered
569372,DOT,Dotcom Postage,1,2011-10-14,250.68,,United Kingdom,Charge,Positive,250.68,Guest/Unknown
569374,DOT,Dotcom Postage,1,2011-10-14,197.83,,United Kingdom,Charge,Positive,197.83,Guest/Unknown
569402,POST,Postage,1,2011-10-14,18.00,12413.00,France,Charge,Positive,18.00,Registered
569415,DOT,Dotcom Postage,1,2011-10-16,492.46,,United Kingdom,Charge,Positive,492.46,Guest/Unknown
569487,C2,Carriage,1,2011-10-16,50.00,13351.00,United Kingdom,Charge,Positive,50.00,Registered
569496,POST,Postage,2,2011-10-16,15.00,12395.00,Belgium,Charge,Positive,30.00,Registered
569522,POST,Postage,1,2011-10-16,40.00,12664.00,Finland,Charge,Positive,40.00,Registered
569544,DOT,Dotcom Postage,1,2011-10-17,213.33,,United Kingdom,Charge,Positive,213.33,Guest/Unknown
569545,DOT,Dotcom Postage,1,2011-10-17,252.16,,United Kingdom,Charge,Positive,252.16,Guest/Unknown
569562,POST,Postage,3,2011-10-17,18.00,12720.00,Germany,Charge,Positive,54.00,Registered
569563,POST,Postage,8,2011-10-17,18.00,12481.00,Germany,Charge,Positive,144.00,Registered
569568,POST,Postage,5,2011-10-17,18.00,12700.00,France,Charge,Positive,90.00,Registered
569639,POST,Postage,1,2011-10-17,240.00,12471.00,Germany,Charge,Positive,240.00,Registered
569665,POST,Postage,1,2011-10-17,15.00,12789.00,Netherlands,Charge,Positive,15.00,Registered
569686,POST,Postage,2,2011-10-18,18.00,12719.00,France,Charge,Positive,36.00,Registered
569700,DOT,Dotcom Postage,1,2011-10-18,195.37,,United Kingdom,Charge,Positive,195.37,Guest/Unknown
569719,POST,Postage,8,2011-10-18,15.00,14646.00,Netherlands,Charge,Positive,120.00,Registered
569721,POST,Postage,1,2011-10-18,18.00,12628.00,Germany,Charge,Positive,18.00,Registered
569727,POST,Postage,2,2011-10-18,18.00,12500.00,Germany,Charge,Positive,36.00,Registered
569735,POST,Postage,2,2011-10-18,15.00,14646.00,Netherlands,Charge,Positive,30.00,Registered
569739,C2,Carriage,1,2011-10-18,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
569816,POST,Postage,4,2011-10-18,0.55,,United Kingdom,Charge,Positive,2.20,Guest/Unknown
569844,POST,Postage,7,2011-10-18,18.00,12626.00,Germany,Charge,Positive,126.00,Registered
569860,POST,Postage,1,2011-10-18,18.00,13812.00,Germany,Charge,Positive,18.00,Registered
569861,POST,Postage,3,2011-10-18,18.00,13816.00,Germany,Charge,Positive,54.00,Registered
569867,POST,Postage,2,2011-10-18,18.00,12569.00,Germany,Charge,Positive,36.00,Registered
569893,POST,Postage,6,2011-10-18,18.00,12627.00,Germany,Charge,Positive,108.00,Registered
569898,DOT,Dotcom Postage,1,2011-10-19,297.66,,United Kingdom,Charge,Positive,297.66,Guest/Unknown
569904,POST,Postage,3,2011-10-19,15.00,13023.00,United Kingdom,Charge,Positive,45.00,Registered
569907,POST,Postage,1,2011-10-19,18.00,12569.00,Germany,Charge,Positive,18.00,Registered
569997,POST,Postage,9,2011-10-19,18.00,12394.00,Denmark,Charge,Positive,162.00,Registered
569998,POST,Postage,2,2011-10-19,28.00,12540.00,Spain,Charge,Positive,56.00,Registered
570007,POST,Postage,3,2011-10-19,18.00,12519.00,Germany,Charge,Positive,54.00,Registered
570008,C2,Carriage,1,2011-10-19,50.00,13359.00,United Kingdom,Charge,Positive,50.00,Registered
570020,POST,Postage,1,2011-10-19,18.00,12684.00,France,Charge,Positive,18.00,Registered
570026,POST,Postage,1,2011-10-19,40.00,12781.00,Czech Republic,Charge,Positive,40.00,Registered
570082,POST,Postage,7,2011-10-19,18.00,12524.00,Germany,Charge,Positive,126.00,Registered
570095,POST,Postage,2,2011-10-19,18.00,12528.00,Germany,Charge,Positive,36.00,Registered
570187,DOT,Dotcom Postage,1,2011-10-20,255.81,,United Kingdom,Charge,Positive,255.81,Guest/Unknown
570189,POST,Postage,1,2011-10-20,18.00,12492.00,Germany,Charge,Positive,18.00,Registered
570191,POST,Postage,1,2011-10-20,15.00,12778.00,Netherlands,Charge,Positive,15.00,Registered
570202,POST,Postage,1,2011-10-20,6.32,,United Kingdom,Charge,Positive,6.32,Guest/Unknown
570258,DOT,Dotcom Postage,1,2011-10-21,930.04,,United Kingdom,Charge,Positive,930.04,Guest/Unknown
570267,POST,Postage,1,2011-10-21,18.00,12682.00,France,Charge,Positive,18.00,Registered
570409,POST,Postage,2,2011-10-21,18.00,12682.00,France,Charge,Positive,36.00,Registered
570417,POST,Postage,1,2011-10-21,3.82,,United Kingdom,Charge,Positive,3.82,Guest/Unknown
570426,C2,Carriage,1,2011-10-23,50.00,13352.00,United Kingdom,Charge,Positive,50.00,Registered
570446,POST,Postage,2,2011-10-23,15.00,12431.00,Belgium,Charge,Positive,30.00,Registered
570452,POST,Postage,2,2011-10-23,18.00,12427.00,Germany,Charge,Positive,36.00,Registered
570465,DOT,Dotcom Postage,1,2011-10-23,188.46,,United Kingdom,Charge,Positive,188.46,Guest/Unknown
570488,DOT,Dotcom Postage,1,2011-10-23,635.01,14096.00,United Kingdom,Charge,Positive,635.01,Registered
570499,POST,Postage,5,2011-10-24,28.00,12772.00,Portugal,Charge,Positive,140.00,Registered
570637,POST,Postage,2,2011-10-24,18.00,12530.00,Germany,Charge,Positive,36.00,Registered
570640,POST,Postage,2,2011-10-24,18.00,12474.00,Germany,Charge,Positive,36.00,Registered
570651,C2,Carriage,1,2011-10-24,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
570666,POST,Postage,1,2011-10-24,18.00,13919.00,Denmark,Charge,Positive,18.00,Registered
570667,POST,Postage,2,2011-10-24,15.00,12362.00,Belgium,Charge,Positive,30.00,Registered
570681,POST,Postage,1,2011-10-24,6.00,12381.00,Norway,Charge,Positive,6.00,Registered
570688,DOT,Dotcom Postage,1,2011-10-24,199.04,,United Kingdom,Charge,Positive,199.04,Guest/Unknown
570690,DOT,Dotcom Postage,1,2011-10-24,199.81,,United Kingdom,Charge,Positive,199.81,Guest/Unknown
570694,C2,Carriage,1,2011-10-24,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
570700,C2,Carriage,1,2011-10-24,50.00,14156.00,EIRE,Charge,Positive,50.00,Registered
570714,POST,Postage,2,2011-10-24,40.00,13520.00,Switzerland,Charge,Positive,80.00,Registered
570718,POST,Postage,2,2011-10-24,18.00,12518.00,Germany,Charge,Positive,36.00,Registered
570725,POST,Postage,1,2011-10-24,4.50,12381.00,Norway,Charge,Positive,4.50,Registered
570754,POST,Postage,1,2011-10-24,18.00,12633.00,Germany,Charge,Positive,18.00,Registered
570769,POST,Postage,2,2011-10-24,18.00,12664.00,Finland,Charge,Positive,36.00,Registered
570784,POST,Postage,1,2011-10-24,18.00,12569.00,Germany,Charge,Positive,18.00,Registered
570793,POST,Postage,8,2011-10-25,40.00,12444.00,Norway,Charge,Positive,320.00,Registered
570798,POST,Postage,2,2011-10-25,18.00,12679.00,France,Charge,Positive,36.00,Registered
570823,POST,Postage,1,2011-10-25,18.00,12691.00,France,Charge,Positive,18.00,Registered
570841,POST,Postage,2,2011-10-25,18.00,12553.00,France,Charge,Positive,36.00,Registered
570851,POST,Postage,1,2011-10-25,18.00,12583.00,France,Charge,Positive,18.00,Registered
570871,DOT,Dotcom Postage,1,2011-10-25,218.93,,United Kingdom,Charge,Positive,218.93,Guest/Unknown
570872,DOT,Dotcom Postage,1,2011-10-25,214.32,,United Kingdom,Charge,Positive,214.32,Guest/Unknown
570875,POST,Postage,4,2011-10-25,40.00,12667.00,Finland,Charge,Positive,160.00,Registered
570879,POST,Postage,2,2011-10-25,18.00,12685.00,France,Charge,Positive,36.00,Registered
570881,POST,Postage,2,2011-10-25,18.00,12498.00,Germany,Charge,Positive,36.00,Registered
571030,POST,Postage,7,2011-10-25,15.00,12876.00,Belgium,Charge,Positive,105.00,Registered
571053,POST,Postage,4,2011-10-26,40.00,12631.00,Finland,Charge,Positive,160.00,Registered
571061,DOT,Dotcom Postage,1,2011-10-26,852.25,,United Kingdom,Charge,Positive,852.25,Guest/Unknown
571065,POST,Postage,7,2011-10-26,18.00,12613.00,Germany,Charge,Positive,126.00,Registered
571082,DOT,Dotcom Postage,1,2011-10-26,213.13,,United Kingdom,Charge,Positive,213.13,Guest/Unknown
571111,POST,Postage,1,2011-10-26,15.00,14976.00,United Kingdom,Charge,Positive,15.00,Registered
571129,C2,Carriage,1,2011-10-26,50.00,14156.00,EIRE,Charge,Positive,50.00,Registered
571187,POST,Postage,3,2011-10-27,18.00,12380.00,Belgium,Charge,Positive,54.00,Registered
571188,POST,Postage,4,2011-10-27,28.00,12783.00,Portugal,Charge,Positive,112.00,Registered
571191,POST,Postage,1,2011-10-27,15.00,17404.00,Sweden,Charge,Positive,15.00,Registered
571215,POST,Postage,3,2011-10-27,18.00,13810.00,Germany,Charge,Positive,54.00,Registered
571240,POST,Postage,2,2011-10-27,18.00,12562.00,France,Charge,Positive,36.00,Registered
571257,DOT,Dotcom Postage,1,2011-10-27,271.18,,United Kingdom,Charge,Positive,271.18,Guest/Unknown
571304,POST,Postage,4,2011-10-28,18.00,12526.00,Germany,Charge,Positive,72.00,Registered
571305,DOT,Dotcom Postage,1,2011-10-28,657.29,,United Kingdom,Charge,Positive,657.29,Guest/Unknown
571308,POST,Postage,3,2011-10-28,18.00,12475.00,Germany,Charge,Positive,54.00,Registered
571312,POST,Postage,4,2011-10-28,18.00,12474.00,Germany,Charge,Positive,72.00,Registered
571328,POST,Postage,7,2011-10-28,18.00,12473.00,Germany,Charge,Positive,126.00,Registered
571425,C2,Carriage,1,2011-10-28,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
571441,DOT,Dotcom Postage,1,2011-10-30,743.62,14096.00,United Kingdom,Charge,Positive,743.62,Registered
571445,POST,Postage,2,2011-10-30,18.00,12463.00,Belgium,Charge,Positive,36.00,Registered
571508,DOT,Dotcom Postage,1,2011-10-30,195.06,,United Kingdom,Charge,Positive,195.06,Guest/Unknown
571556,POST,Postage,2,2011-10-30,18.00,12662.00,Germany,Charge,Positive,36.00,Registered
571658,POST,Postage,3,2011-10-30,18.00,12621.00,Germany,Charge,Positive,54.00,Registered
571665,POST,Postage,3,2011-10-30,28.00,12540.00,Spain,Charge,Positive,84.00,Registered
571697,POST,Postage,3,2011-10-31,15.00,12759.00,Netherlands,Charge,Positive,45.00,Registered
571705,POST,Postage,3,2011-10-31,40.00,12360.00,Austria,Charge,Positive,120.00,Registered
571713,DOT,Dotcom Postage,1,2011-10-31,243.87,,United Kingdom,Charge,Positive,243.87,Guest/Unknown
571714,DOT,Dotcom Postage,1,2011-10-31,127.89,,United Kingdom,Charge,Positive,127.89,Guest/Unknown
571716,DOT,Dotcom Postage,1,2011-10-31,206.38,,United Kingdom,Charge,Positive,206.38,Guest/Unknown
571724,POST,Postage,3,2011-10-31,18.00,12572.00,Germany,Charge,Positive,54.00,Registered
571729,POST,Postage,1,2011-10-31,18.00,12500.00,Germany,Charge,Positive,18.00,Registered
571797,DOT,Dotcom Postage,1,2011-10-31,868.21,,United Kingdom,Charge,Positive,868.21,Guest/Unknown
571824,POST,Postage,6,2011-10-31,18.00,12472.00,Germany,Charge,Positive,108.00,Registered
571851,POST,Postage,4,2011-10-31,28.00,12596.00,Spain,Charge,Positive,112.00,Registered
571904,POST,Postage,1,2011-10-31,18.00,12522.00,Germany,Charge,Positive,18.00,Registered
571923,POST,Postage,2,2011-11-13,18.00,12685.00,France,Charge,Positive,36.00,Registered
571931,DOT,Dotcom Postage,1,2011-11-13,230.59,,United Kingdom,Charge,Positive,230.59,Guest/Unknown
572054,POST,Postage,2,2011-11-13,18.00,12642.00,Germany,Charge,Positive,36.00,Registered
572056,POST,Postage,1,2011-11-13,35.00,17402.00,United Kingdom,Charge,Positive,35.00,Registered
572060,POST,Postage,1,2011-11-13,18.00,12569.00,Germany,Charge,Positive,18.00,Registered
572061,POST,Postage,2,2011-11-13,18.00,12474.00,Germany,Charge,Positive,36.00,Registered
572069,C2,Carriage,1,2011-11-13,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
572072,POST,Postage,1,2011-11-13,1.36,,United Kingdom,Charge,Positive,1.36,Guest/Unknown
572087,POST,Postage,6,2011-11-13,18.00,12683.00,France,Charge,Positive,108.00,Registered
572133,POST,Postage,2,2011-11-13,18.00,12407.00,Belgium,Charge,Positive,36.00,Registered
572184,POST,Postage,2,2011-11-13,18.00,12403.00,Denmark,Charge,Positive,36.00,Registered
572233,POST,Postage,7,2011-11-14,15.00,14646.00,Netherlands,Charge,Positive,105.00,Registered
572241,POST,Postage,1,2011-11-14,18.00,12712.00,Germany,Charge,Positive,18.00,Registered
572442,POST,Postage,2,2011-11-14,28.00,12546.00,Spain,Charge,Positive,56.00,Registered
572459,C2,Carriage,1,2011-11-14,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
572540,DOT,Dotcom Postage,1,2011-11-15,743.96,,United Kingdom,Charge,Positive,743.96,Guest/Unknown
572549,DOT,Dotcom Postage,1,2011-11-15,235.98,,United Kingdom,Charge,Positive,235.98,Guest/Unknown
572550,DOT,Dotcom Postage,1,2011-11-15,215.13,,United Kingdom,Charge,Positive,215.13,Guest/Unknown
572552,DOT,Dotcom Postage,1,2011-11-15,638.30,14096.00,United Kingdom,Charge,Positive,638.30,Registered
572553,DOT,Dotcom Postage,1,2011-11-15,276.48,,United Kingdom,Charge,Positive,276.48,Guest/Unknown
572560,POST,Postage,8,2011-11-15,18.00,12476.00,Germany,Charge,Positive,144.00,Registered
572567,POST,Postage,5,2011-11-15,40.00,12398.00,Switzerland,Charge,Positive,200.00,Registered
572665,POST,Postage,1,2011-11-15,4.48,,United Kingdom,Charge,Positive,4.48,Guest/Unknown
572758,DOT,Dotcom Postage,1,2011-11-16,246.54,,United Kingdom,Charge,Positive,246.54,Guest/Unknown
572770,POST,Postage,9,2011-11-16,40.00,12371.00,Switzerland,Charge,Positive,360.00,Registered
572886,POST,Postage,3,2011-11-16,28.00,12448.00,Spain,Charge,Positive,84.00,Registered
572887,POST,Postage,4,2011-11-16,15.00,12362.00,Belgium,Charge,Positive,60.00,Registered
572894,POST,Postage,1,2011-11-16,18.00,12569.00,Germany,Charge,Positive,18.00,Registered
572895,POST,Postage,1,2011-11-16,18.00,12569.00,Germany,Charge,Positive,18.00,Registered
572896,POST,Postage,4,2011-11-16,40.00,12456.00,Switzerland,Charge,Positive,160.00,Registered
572897,DOT,Dotcom Postage,1,2011-11-16,1016.58,,United Kingdom,Charge,Positive,1016.58,Guest/Unknown
572934,POST,Postage,4,2011-11-16,40.00,12610.00,Italy,Charge,Positive,160.00,Registered
572964,POST,Postage,3,2011-11-16,40.00,12630.00,Finland,Charge,Positive,120.00,Registered
572969,C2,Carriage,1,2011-11-16,50.00,13363.00,United Kingdom,Charge,Positive,50.00,Registered
572986,POST,Postage,3,2011-11-16,18.00,12681.00,France,Charge,Positive,54.00,Registered
572992,POST,Postage,2,2011-11-16,18.00,12681.00,France,Charge,Positive,36.00,Registered
573036,POST,Postage,2,2011-11-16,18.00,12437.00,France,Charge,Positive,36.00,Registered
573106,POST,Postage,1,2011-11-17,18.00,12626.00,Germany,Charge,Positive,18.00,Registered
573108,POST,Postage,1,2011-11-17,40.00,12430.00,Norway,Charge,Positive,40.00,Registered
573136,POST,Postage,2,2011-11-17,18.00,12709.00,Germany,Charge,Positive,36.00,Registered
573137,DOT,Dotcom Postage,1,2011-11-17,188.89,,United Kingdom,Charge,Positive,188.89,Guest/Unknown
573153,POST,Postage,3,2011-11-17,145.00,12678.00,France,Charge,Positive,435.00,Registered
573173,POST,Postage,4,2011-11-17,15.00,12362.00,Belgium,Charge,Positive,60.00,Registered
573284,POST,Postage,1,2011-11-17,18.00,13812.00,Germany,Charge,Positive,18.00,Registered
573289,POST,Postage,4,2011-11-17,18.00,12705.00,Germany,Charge,Positive,72.00,Registered
573307,POST,Postage,1,2011-11-17,11.27,,United Kingdom,Charge,Positive,11.27,Guest/Unknown
573310,DOT,Dotcom Postage,1,2011-11-17,6.63,,United Kingdom,Charge,Positive,6.63,Guest/Unknown
573313,DOT,Dotcom Postage,1,2011-11-17,3.29,,United Kingdom,Charge,Positive,3.29,Guest/Unknown
573333,POST,Postage,2,2011-11-17,40.00,12483.00,Sweden,Charge,Positive,80.00,Registered
573362,POST,Postage,10,2011-11-18,28.00,12597.00,Spain,Charge,Positive,280.00,Registered
573391,C2,Carriage,1,2011-11-18,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
573401,POST,Postage,2,2011-11-18,15.00,12364.00,Belgium,Charge,Positive,30.00,Registered
573402,POST,Postage,1,2011-11-18,18.00,12494.00,France,Charge,Positive,18.00,Registered
573417,POST,Postage,1,2011-11-18,18.00,12581.00,Germany,Charge,Positive,18.00,Registered
573430,POST,Postage,3,2011-11-18,18.00,13813.00,Germany,Charge,Positive,54.00,Registered
573553,DOT,Dotcom Postage,1,2011-11-20,757.63,,United Kingdom,Charge,Positive,757.63,Guest/Unknown
573576,DOT,Dotcom Postage,1,2011-11-20,901.58,14096.00,United Kingdom,Charge,Positive,901.58,Registered
573580,DOT,Dotcom Postage,1,2011-11-20,254.42,,United Kingdom,Charge,Positive,254.42,Guest/Unknown
573581,C2,Carriage,1,2011-11-20,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
573585,DOT,Dotcom Postage,1,2011-11-20,2019.05,,United Kingdom,Charge,Positive,2019.05,Guest/Unknown
573588,POST,Postage,1,2011-11-20,40.00,12588.00,Finland,Charge,Positive,40.00,Registered
573589,POST,Postage,1,2011-11-20,0.55,,United Kingdom,Charge,Positive,0.55,Guest/Unknown
573601,DOT,Dotcom Postage,1,2011-11-20,511.25,,United Kingdom,Charge,Positive,511.25,Guest/Unknown
573629,POST,Postage,1,2011-11-20,18.00,12522.00,Germany,Charge,Positive,18.00,Registered
573633,DOT,Dotcom Postage,1,2011-11-20,98.79,,United Kingdom,Charge,Positive,98.79,Guest/Unknown
573656,POST,Postage,3,2011-11-20,15.00,12417.00,Belgium,Charge,Positive,45.00,Registered
573669,POST,Postage,1,2011-11-20,2.46,,United Kingdom,Charge,Positive,2.46,Guest/Unknown
573768,POST,Postage,3,2011-11-20,40.00,12552.00,Italy,Charge,Positive,120.00,Registered
573867,POST,Postage,2,2011-11-21,18.00,12674.00,France,Charge,Positive,36.00,Registered
573868,POST,Postage,2,2011-11-21,18.00,12491.00,France,Charge,Positive,36.00,Registered
573891,POST,Postage,5,2011-11-21,18.00,12682.00,France,Charge,Positive,90.00,Registered
574068,POST,Postage,3,2011-11-22,18.00,12490.00,France,Charge,Positive,54.00,Registered
574071,POST,Postage,1,2011-11-22,18.00,12654.00,Germany,Charge,Positive,18.00,Registered
574074,DOT,Dotcom Postage,1,2011-11-22,371.65,,United Kingdom,Charge,Positive,371.65,Guest/Unknown
574076,DOT,Dotcom Postage,1,2011-11-22,378.02,,United Kingdom,Charge,Positive,378.02,Guest/Unknown
574097,POST,Postage,5,2011-11-22,18.00,12471.00,Germany,Charge,Positive,90.00,Registered
574104,POST,Postage,3,2011-11-22,18.00,12615.00,France,Charge,Positive,54.00,Registered
574252,POST,Postage,2,2011-11-22,18.00,12437.00,France,Charge,Positive,36.00,Registered
574255,POST,Postage,1,2011-11-22,18.00,12569.00,Germany,Charge,Positive,18.00,Registered
574270,DOT,Dotcom Postage,1,2011-11-22,3.29,,United Kingdom,Charge,Positive,3.29,Guest/Unknown
574275,POST,Postage,2,2011-11-22,40.00,12352.00,Norway,Charge,Positive,80.00,Registered
574298,DOT,Dotcom Postage,1,2011-11-22,286.88,,United Kingdom,Charge,Positive,286.88,Guest/Unknown
574301,POST,Postage,2,2011-11-22,28.00,12544.00,Spain,Charge,Positive,56.00,Registered
574329,POST,Postage,4,2011-11-22,15.00,12362.00,Belgium,Charge,Positive,60.00,Registered
574332,POST,Postage,3,2011-11-22,18.00,12664.00,Finland,Charge,Positive,54.00,Registered
574336,POST,Postage,6,2011-11-22,15.00,12397.00,Belgium,Charge,Positive,90.00,Registered
574442,POST,Postage,5,2011-11-23,40.00,12704.00,Finland,Charge,Positive,200.00,Registered
574561,DOT,Dotcom Postage,1,2011-11-23,368.62,,United Kingdom,Charge,Positive,368.62,Guest/Unknown
574653,POST,Postage,2,2011-11-23,18.00,12619.00,Germany,Charge,Positive,36.00,Registered
574679,POST,Postage,3,2011-11-24,18.00,12645.00,Germany,Charge,Positive,54.00,Registered
574690,POST,Postage,4,2011-11-24,40.00,12638.00,Sweden,Charge,Positive,160.00,Registered
574694,POST,Postage,2,2011-11-24,40.00,12381.00,Norway,Charge,Positive,80.00,Registered
574713,POST,Postage,1,2011-11-24,18.00,12628.00,Germany,Charge,Positive,18.00,Registered
574745,C2,Carriage,1,2011-11-24,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
574838,POST,Postage,5,2011-11-24,28.00,12484.00,Spain,Charge,Positive,140.00,Registered
574841,C2,Carriage,1,2011-11-24,50.00,14156.00,EIRE,Charge,Positive,50.00,Registered
574844,POST,Postage,1,2011-11-24,28.00,12783.00,Portugal,Charge,Positive,28.00,Registered
574856,DOT,Dotcom Postage,1,2011-11-24,1126.29,,United Kingdom,Charge,Positive,1126.29,Guest/Unknown
574862,POST,Postage,5,2011-11-24,15.00,12408.00,Belgium,Charge,Positive,75.00,Registered
574869,POST,Postage,1,2011-11-24,18.00,12708.00,Germany,Charge,Positive,18.00,Registered
574874,C2,Carriage,1,2011-11-24,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
574885,POST,Postage,1,2011-11-24,18.00,12472.00,Germany,Charge,Positive,18.00,Registered
574950,DOT,Dotcom Postage,1,2011-11-25,401.80,,United Kingdom,Charge,Positive,401.80,Guest/Unknown
575049,POST,Postage,3,2011-11-25,18.00,12721.00,France,Charge,Positive,54.00,Registered
575067,POST,Postage,2,2011-11-25,18.00,12583.00,France,Charge,Positive,36.00,Registered
575138,DOT,Dotcom Postage,1,2011-11-27,1483.21,,United Kingdom,Charge,Positive,1483.21,Guest/Unknown
575144,POST,Postage,3,2011-11-27,28.00,12540.00,Spain,Charge,Positive,84.00,Registered
575151,POST,Postage,1,2011-11-27,15.00,12395.00,Belgium,Charge,Positive,15.00,Registered
575154,POST,Postage,2,2011-11-27,18.00,12395.00,Belgium,Charge,Positive,36.00,Registered
575176,DOT,Dotcom Postage,1,2011-11-27,428.78,,United Kingdom,Charge,Positive,428.78,Guest/Unknown
575177,DOT,Dotcom Postage,1,2011-11-27,375.71,,United Kingdom,Charge,Positive,375.71,Guest/Unknown
575193,POST,Postage,5,2011-11-27,18.00,12681.00,France,Charge,Positive,90.00,Registered
575326,POST,Postage,2,2011-11-28,18.00,12532.00,France,Charge,Positive,36.00,Registered
575352,POST,Postage,3,2011-11-28,18.00,12504.00,Germany,Charge,Positive,54.00,Registered
575477,DOT,Dotcom Postage,1,2011-11-28,533.59,,United Kingdom,Charge,Positive,533.59,Guest/Unknown
575498,POST,Postage,1,2011-11-28,18.00,12708.00,Germany,Charge,Positive,18.00,Registered
575505,POST,,800,2011-11-28,0.00,,United Kingdom,Charge,Positive,0.00,Guest/Unknown
