invoice,sku_code,description,qty,inventory_category,invoice_date,unit_price,customer_id,country,transaction_type,revenue_amount,customer_status
549531,21622,Possible Damages Or Lost?,-750,Product Damage,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549846,21100,Damaged,-6,Product Damage,20-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549935,35915C,Damaged,-43,Product Damage,21-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549948,37488A,Damaged,-1,Product Damage,21-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549950,37487B,Damaged,-6,Product Damage,21-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549952,37482P,Damaged,-93,Product Damage,21-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550153,85167B,Damaged,-1,Product Damage,22-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550188,22636,Childs Breakfast Set Circus Parade,1,Stock Correction,22-06-2011,0.00,12457,Switzerland,Positive,0.00,Registered
550460,47556B,Did  A Credit  And Did Not Tick Ret,1300,Sales Error,26-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550753,84763,Display,-150,Display Stock,30-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550800,22458,Missing,-65,Missing,30-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550908,20827,Damages,-68,Product Damage,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550922,22784,Damages,-25,Product Damage,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550947,21319,Adjustment,3,Stock Correction,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550948,17109D,Adjustment,14,Stock Correction,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550950,17091A,Found,84,Stock Correction,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550951,84531A,Returned,2,Stock Correction,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550952,84531B,Returned,2,Stock Correction,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550954,47013A,Damaged,-2,Product Damage,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551019,22467,Wrong Code?,-100,Sales Error,14-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551020,22719,Wrong Code,-110,Sales Error,14-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551240,51020A,Adjustment,41,Stock Correction,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551243,51020B,Adjust,-53,Stock Correction,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551302,48189,Damaged,-18,Product Damage,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551304,48189,Adjustment,2,Stock Correction,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551323,21398,Damages,-9,Product Damage,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551324,85017C,Found,13,Stock Correction,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551327,84228,Crushed,-4,Product Damage,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551705,22655,Damages/Showroom Etc,-11,Product Damage,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551735,21656,Samples,-19,Display Stock,19-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551837,79164,Damages/Credits From Asos.,-1512,Product Damage,19-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552175,23200,Mailout ,100,Stock Correction,20-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552177,23202,Mailout,100,Stock Correction,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552178,23203,Mailout,100,Stock Correction,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552187,23209,Mailout,100,Stock Correction,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552230,20735,Black Mini Tape Measure ,1,Stock Correction,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552230,22617,Baking Set Spaceboy Design,1,Stock Correction,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552230,37327,Asstd Multicolour Circles Mug,1,Stock Correction,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552230,84375,Set Of 20 Kids Cookie Cutters,1,Stock Correction,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552230,84969,Box Of 6 Assorted Colour Teaspoons,1,Stock Correction,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552331,22667,Damaged,-30,Product Damage,24-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552443,22796,Not Rcvd In 10/11/2010 Delivery,-360,Stock Correction,24-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552733,23059,Thrown Away-Rusty,-2376,Inventory Write-Off,27-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553000,47566,Party Bunting,4,Stock Correction,28-07-2011,0.00,17667,United Kingdom,Positive,0.00,Registered
553147,84879,Damaged,-160,Product Damage,31-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553391,37370,Sold As Set/6 By Dotcom,-786,Stock Correction,16-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553394,15058A,Wet/Rusty,-30,Product Damage,16-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553395,15058C,Wet/Rusty,-30,Product Damage,16-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553396,22423,Damages,-21,Product Damage,16-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553398,37370,Damages/Dotcom?,-590,Product Damage,16-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553400,20803,Damages,-40,Product Damage,16-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553481,21181,On Cargo Order,192,Unknown,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,85099F,Jumbo Bag Strawberry,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,48184,Doormat English Rose ,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22692,Doormat Welcome To Our Home,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22684,French Blue Metal Door Sign 9,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22682,French Blue Metal Door Sign 7,3,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22686,French Blue Metal Door Sign No,11,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22683,French Blue Metal Door Sign 8,5,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22679,French Blue Metal Door Sign 4,4,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22684,French Blue Metal Door Sign 9,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22678,French Blue Metal Door Sign 3,5,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22680,French Blue Metal Door Sign 5,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22677,French Blue Metal Door Sign 2,4,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22676,French Blue Metal Door Sign 1,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22666,Recipe Box Pantry Yellow Design,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22665,Recipe Box Blue Sketchbook Design,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22649,Strawberry Fairy Cake Teapot,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22646,Ceramic Strawberry Cake Money Bank,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22644,Ceramic Cherry Cake Money Bank,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22645,Ceramic Heart Fairy Cake Money Bank,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22637,Piggy Bank Retrospot ,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22626,Black Kitchen Scales,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22559,Seaside Flying Disc,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22524,Childrens Garden Gloves Blue,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22520,Childs Garden Trowel Blue ,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22518,Childs Garden Brush Blue,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22519,Childs Garden Brush Pink,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22515,Childs Garden Spade Pink,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22514,Childs Garden Spade Blue,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22430,Enamel Watering Can Cream,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22427,Enamel Flower Jug Cream,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22414,Doormat Neighbourhood Witch ,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22365,Doormat Respectable House,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22363,Glass Jar Marmalade ,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22362,Glass Jar Peacock Bath Salts,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22359,Glass Jar Kings Choice,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22356,Charlotte Bag Pink Polkadot,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22301,Coffee Mug Cat + Bird Design,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,22203,Milk Pan Red Retrospot,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,21889,Wooden Box Of Dominoes,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553521,21116,Owl Doorstop,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22425,Enamel Colander Cream,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22414,Doormat Neighbourhood Witch ,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22301,Coffee Mug Cat + Bird Design,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22201,Frying Pan Blue Polkadot,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,21922,Union Stripe With Fringe  Hammock,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22692,Doormat Welcome To Our Home,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,21559,Strawberry Lunch Box With Cutlery,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,21116,Owl Doorstop,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,20711,Jumbo Bag Toys ,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,20682,Red Retrospot Childrens Umbrella,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22843,Biscuit Tin Vintage Green,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22682,French Blue Metal Door Sign 7,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22679,French Blue Metal Door Sign 4,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22678,French Blue Metal Door Sign 3,5,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22677,French Blue Metal Door Sign 2,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22683,French Blue Metal Door Sign 8,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22666,Recipe Box Pantry Yellow Design,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22665,Recipe Box Blue Sketchbook Design,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22685,French Blue Metal Door Sign 0,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22676,French Blue Metal Door Sign 1,4,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22646,Ceramic Strawberry Cake Money Bank,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22520,Childs Garden Trowel Blue ,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22523,Childs Garden Fork Pink,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22522,Childs Garden Fork Blue ,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22519,Childs Garden Brush Pink,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22514,Childs Garden Spade Blue,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22515,Childs Garden Spade Pink,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22501,Picnic Basket Wicker Large,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22474,Spaceboy Tv Dinner Tray,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22430,Enamel Watering Can Cream,2,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553539,22426,Enamel Wash Bowl Cream,1,Stock Correction,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553719,85017C,Adjustment,1,Stock Correction,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554037,22619,Set Of 6 Soldier Skittles,80,Stock Correction,22-08-2011,0.00,12415,Australia,Positive,0.00,Registered
554128,84563A,Damaged,-4,Product Damage,23-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554143,79030G,Damages,-413,Product Damage,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554144,79030D,Damages,-664,Product Damage,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554287,22700,Smashed,-48,Product Damage,24-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554432,85132A,Damaged,-97,Product Damage,25-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554550,47566B,Incorrectly Credited C550456 See 47,1300,Sales Error,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554551,47566B,Reverse Previous Adjustment,-1300,Stock Correction,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
554553,47566B,Incorrectly Credited C550456 See 47,-1300,Sales Error,26-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555330,84804A,Wet Damaged,-125,Product Damage,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555331,84800L,Wet Damaged,-144,Product Damage,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555332,84801A,Wet Damaged,-48,Product Damage,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555333,84805B,Wet Damaged,-96,Product Damage,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555334,84805A,Wet Damaged,-96,Product Damage,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555503,84313C,Damaged,-1,Product Damage,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555505,79030G,Water Damaged,-16,Product Damage,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
555506,21397,Damaged,-57,Product Damage,13-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556046,21890,Missing,-140,Missing,18-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556122,85019C,Damaged,-108,Product Damage,19-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556123,22272,Damaged,-15,Product Damage,19-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556232,21135,Sold As Set On Dotcom,-304,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556233,21136,Sold As Set On Dotcom,-272,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556260,37340,Sold As Set On Dotcom,-18,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556261,79051A,Sold As Set On Dotcom,-6,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556262,37327,Sold As Set On Dotcom,-95,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556301,22968,Water Damage,-50,Product Damage,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556306,37479B,Sold As Set By Dotcom,-30,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556307,37479P,Sold As Set On Dotcom,-30,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556308,22130,Sold As Set On Dotcom,-390,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556309,22856,Sold As Set On Dotcom,-30,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556310,22944,Sold As Set On Dotcom,-42,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556311,37471,Sold As Set On Dotcom,-12,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556312,22924,Sold As Set On Dotcom,-30,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556313,22923,Sold As Set On Dotcom,-12,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556314,23155,Sold As Set On Dotcom,-84,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556315,22948,Sold As Set On Dotcom,-108,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556316,22128,Sold As Set On Dotcom,-24,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556317,22857,Sold As Set On Dotcom,-48,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556319,22945,Sold As Set On Dotcom,-618,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556320,22922,Sold As Set On Dotcom,-42,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556321,79163,Sold As Set On Dotcom,-24,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556322,22915,Sold As Set On Dotcom,-204,Stock Correction,20-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556687,23003,Printing Smudges/Thrown Away,-9058,Inventory Write-Off,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556690,23005,Printing Smudges/Thrown Away,-9600,Inventory Write-Off,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556691,23005,Printing Smudges/Thrown Away,-9600,Inventory Write-Off,22-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556939,46000M,Polyester Filler Pad 45X45Cm,80,Stock Correction,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556939,46000S,Polyester Filler Pad 40X40Cm,160,Stock Correction,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
556963,35965,Found Some More On Shelf,-9,Stock Correction,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557108,23113,Damaged,-1440,Product Damage,23-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557390,21360,Show Samples,-4,Display Stock,26-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557417,84809B,Damaged,-324,Product Damage,26-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557596,23114,Damaged,-1440,Product Damage,27-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557597,23115,Damaged,-1440,Product Damage,27-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557599,23116,Damaged,-1440,Product Damage,27-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557600,23117,Damaged,-1440,Product Damage,27-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
557784,21421,Damaged,-5,Product Damage,28-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558245,22734,Found,8,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558268,21351,Damaged,-220,Product Damage,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558306,85232D,Mix Up With C,-118,Sales Error,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22514,Childs Garden Spade Blue,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,85123A,White Hanging Heart T-Light Holder,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22431,Watering Can Blue Elephant,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22430,Enamel Watering Can Cream,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22414,Doormat Neighbourhood Witch ,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22385,Jumbo Bag Spaceboy Design,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22380,Toy Tidy Spaceboy  ,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22364,Glass Jar Digestive Biscuits,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22362,Glass Jar Peacock Bath Salts,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22357,Kings Choice Biscuit Tin,3,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22301,Coffee Mug Cat + Bird Design,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,21556,Ceramic Strawberry Money Box,2,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,21116,Owl Doorstop,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,85099F,Jumbo Bag Strawberry,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,85099B,Jumbo Bag Red Retrospot,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22627,Mint Kitchen Scales,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,84692,Box Of 24 Cocktail Parasols,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,48184,Doormat English Rose ,3,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22692,Doormat Welcome To Our Home,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22684,French Blue Metal Door Sign 9,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22685,French Blue Metal Door Sign 0,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22683,French Blue Metal Door Sign 8,2,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22679,French Blue Metal Door Sign 4,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22678,French Blue Metal Door Sign 3,2,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22686,French Blue Metal Door Sign No,4,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22680,French Blue Metal Door Sign 5,4,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22676,French Blue Metal Door Sign 1,3,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22666,Recipe Box Pantry Yellow Design,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22665,Recipe Box Blue Sketchbook Design,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22649,Strawberry Fairy Cake Teapot,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
558340,22627,Mint Kitchen Scales,1,Stock Correction,30-09-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
